symbol,setup_type,signal_date,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,holding_bars,reasons
CTG,NR7,2025-01-22,2025-01-23,25.65,25.0,27.0,2025-02-19,28.0,REVERSAL_DOUBLE_TOP,8.27,14,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.9% — SL hẹp, risk thấp"
CTG,SPRING,2025-02-19,2025-02-20,28.15,27.0,30.0,2025-04-03,27.0,SL,-4.09,30,HH: đỉnh 28 > 28 | HL: đáy 28 > 25 | Volume phiên tăng > giảm
CTG,NR7,2025-04-10,2025-04-11,25.37,24.0,27.0,2025-04-22,24.0,SL,-5.4,7,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.7% — SL hẹp, risk thấp"
CTG,HAMMER,2025-04-22,2025-04-23,25.65,24.0,28.0,2025-06-09,26.0,TSL,1.36,30,Bóng dưới 2 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 25 | RSI 39.6 — vùng oversold
CTG,BREAKOUT,2025-06-13,2025-06-16,27.4,27.0,28.0,2025-08-04,30.0,TSL,9.49,35,Giá 27 vượt đỉnh 20 phiên (27) | Volume 3.5× TB20 | Thân nến 3.9%
CTG,BB_SQUEEZE,2025-08-04,2025-08-05,31.51,30.0,34.0,2025-09-25,34.0,REVERSAL_MA20_BREAK,9.49,35,BB squeeze: width 0.057 ≈ min 20 phiên (0.057) | Giá trên BB mid — bias bullish
CTG,BB_SQUEEZE,2025-09-29,2025-09-30,34.84,33.0,38.0,2025-10-20,34.0,TSL,-2.41,14,BB squeeze: width 0.059 ≈ min 20 phiên (0.059) | Giá trên BB mid — bias bullish
CTG,NR7,2025-10-23,2025-10-24,34.12,32.0,37.0,2025-12-15,34.0,TSL,-0.35,36,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.3% — SL hẹp, risk thấp"
CTG,DOUBLE_BOTTOM,2025-12-15,2025-12-16,34.57,33.0,37.0,2026-02-09,37.0,TSL,7.03,37,Hai đáy 32 và 33 (chênh 1.9%) | Vượt neckline 34 | Chưa quá xa neckline — vào hàng còn hợp lý
BID,SPRING,2024-01-03,2024-01-04,35.88,35.0,37.0,2024-03-29,43.0,REVERSAL_MA20_BREAK,18.7,56,HH: đỉnh 36 > 34 | HL: đáy 35 > 33 | Volume phiên tăng > giảm
BID,NR7,2024-04-04,2024-04-05,41.61,40.0,44.0,2024-04-17,40.0,SL,-3.87,8,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.9% — SL hẹp, risk thấp"
BID,NR7,2024-04-22,2024-04-23,40.21,38.0,44.0,2024-06-19,38.0,SL,-5.5,38,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.7% — SL hẹp, risk thấp"
BID,MOMENTUM_SURGE,2024-07-03,2024-07-04,38.41,37.0,41.0,2024-07-23,37.0,SL,-3.67,13,3 phiên tăng liên tiếp (+9.1% tổng) | Volume tăng theo đà giá
BID,BB_SQUEEZE,2024-07-29,2024-07-30,38.7,37.0,41.0,2024-08-05,37.0,SL,-4.39,4,BB squeeze: width 0.060 ≈ min 20 phiên (0.060) | Giá trên BB mid — bias bullish
BID,GOLDEN_CROSS,2024-08-05,2024-08-06,37.93,36.0,41.0,2024-09-17,39.0,TSL,2.82,28,Golden Cross: MA20 (38) cắt lên MA50 (38) | Volume xác nhận cross
BID,DOUBLE_BOTTOM,2024-09-17,2024-09-18,39.89,39.0,41.0,2024-10-25,39.0,SL,-2.23,27,Hai đáy 37 và 38 (chênh 2.1%) | Vượt neckline 39 | Chưa quá xa neckline — vào hàng còn hợp lý
BID,NR7,2024-10-28,2024-10-29,38.99,38.0,40.0,2024-11-11,38.0,SL,-2.54,9,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.7% — SL hẹp, risk thấp"
BID,MOMENTUM_SURGE,2024-11-21,2024-11-22,37.43,36.0,40.0,2025-02-27,40.0,REVERSAL_DOUBLE_TOP,8.2,63,3 phiên tăng liên tiếp (+2.0% tổng) | Volume tăng theo đà giá
BID,RETEST,2025-02-27,2025-02-28,40.5,40.0,41.0,2025-03-04,40.0,SL,-1.23,2,Retest vùng breakout 40 (cách +0.1%) | Volume cạn 0.68× TB20 | Giá vẫn giữ trên vùng breakout
BID,MA_PULLBACK,2025-03-04,2025-03-05,40.25,39.0,42.0,2025-03-24,39.0,SL,-3.11,13,UPTREND (giá > MA20 > MA60 > MA200) | Pullback về MA60 (cách 3.4%) | RSI 56.9 trung tính | Volume giảm — áp lực bán cạn
BID,NR7,2025-03-28,2025-03-31,38.57,38.0,39.0,2025-04-03,37.0,SL,-5.13,3,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.3% — SL hẹp, risk thấp"
BID,HAMMER,2025-04-11,2025-04-14,36.59,35.0,39.0,2025-04-17,35.0,SL,-4.86,3,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 36 | RSI 43.9 — vùng oversold
BID,MACD_CROSSOVER,2025-04-18,2025-04-21,35.55,34.0,38.0,2025-04-22,34.0,SL,-4.36,1,MACD crossover bullish (hist=0.03)
BID,MACD_CROSSOVER,2025-04-22,2025-04-23,35.36,34.0,37.0,2025-04-29,34.0,SL,-3.85,4,MACD crossover bullish (hist=0.01)
BID,BB_SQUEEZE,2025-05-08,2025-05-09,35.16,34.0,37.0,2025-05-26,35.0,TSL,-0.46,11,BB squeeze: width 0.116 ≈ min 20 phiên (0.116) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BID,DOUBLE_BOTTOM,2025-05-26,2025-05-27,35.6,34.0,38.0,2025-07-29,37.0,TSL,3.93,45,Hai đáy 32 và 34 (chênh 4.7%) | Vượt neckline 35 | Chưa quá xa neckline — vào hàng còn hợp lý
BID,BREAKOUT_RETEST_ENTRY,2025-07-30,2025-07-31,38.08,37.0,40.0,2025-08-01,37.0,SL,-2.84,1,Breakout 7 bars trước tại level 38 | Retest thành công (cách -1.4%) | Nến đóng xanh — support giữ vững
BID,DOUBLE_BOTTOM,2025-08-01,2025-08-04,36.79,35.0,39.0,2025-09-22,41.0,REVERSAL_MA20_BREAK,10.22,33,Hai đáy 35 và 36 (chênh 1.5%) | Vượt neckline 36 | Chưa quá xa neckline — vào hàng còn hợp lý
BID,NR7,2025-09-23,2025-09-24,40.4,39.0,42.0,2025-10-20,39.0,SL,-3.59,18,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.9% — SL hẹp, risk thấp"
BID,HAMMER,2025-10-22,2025-10-23,37.0,36.0,38.0,2026-02-10,48.0,TSL,29.73,76,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 37 | RSI 34.9 — vùng oversold
ACB,SPRING,2024-01-16,2024-01-17,17.86,17.0,19.0,2024-02-20,19.0,REVERSAL_DOUBLE_TOP,8.23,19,HH: đỉnh 18 > 18 | HL: đáy 18 > 18 | Volume phiên tăng > giảm
ACB,RETEST,2024-02-20,2024-02-21,19.3,19.0,20.0,2024-03-08,19.0,SL,-1.55,12,Retest vùng breakout 20 (cách -1.1%) | Volume cạn 0.68× TB20 | Giá vẫn giữ trên vùng breakout
ACB,NR7,2024-03-12,2024-03-13,18.77,18.0,20.0,2024-04-08,19.0,TSL,1.23,18,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.9% — SL hẹp, risk thấp"
ACB,NR7,2024-04-08,2024-04-09,19.06,19.0,19.0,2024-04-09,19.0,SL,-0.31,0,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.0% — SL hẹp, risk thấp"
ACB,NR7,2024-04-09,2024-04-10,19.27,19.0,20.0,2024-04-11,19.0,SL,-1.66,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.9% — SL hẹp, risk thấp"
ACB,NR7,2024-04-11,2024-04-12,19.09,19.0,19.0,2024-04-12,19.0,SL,-0.47,0,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.8% — SL hẹp, risk thấp"
ACB,NR7,2024-04-22,2024-04-23,18.81,18.0,20.0,2024-06-12,20.0,TSL,6.33,33,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.0% — SL hẹp, risk thấp"
ACB,BB_SQUEEZE,2024-06-12,2024-06-13,20.51,20.0,21.0,2024-06-24,20.0,SL,-2.49,7,BB squeeze: width 0.070 ≈ min 20 phiên (0.068) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
ACB,NR7,2024-06-25,2024-06-26,20.05,20.0,20.0,2024-06-26,20.0,SL,-0.25,0,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.8% — SL hẹp, risk thấp"
ACB,HAMMER,2024-06-26,2024-06-27,20.05,20.0,20.0,2024-06-27,20.0,SL,-0.25,0,Bóng dưới 0 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 20
ACB,NR7,2024-06-27,2024-06-28,19.89,19.0,21.0,2024-07-24,20.0,TSL,0.55,18,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.7% — SL hẹp, risk thấp"
ACB,NR7,2024-07-25,2024-07-26,20.14,20.0,20.0,2024-08-02,20.0,SL,-0.84,5,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.0% — SL hẹp, risk thấp"
ACB,HAMMER,2024-08-02,2024-08-05,19.72,19.0,21.0,2024-10-02,22.0,REVERSAL_DOUBLE_TOP,9.33,40,Bóng dưới 0 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 20 | RSI 44.9 — vùng oversold
ACB,SPRING,2024-10-02,2024-10-03,21.68,21.0,23.0,2024-10-24,21.0,SL,-3.14,15,HH: đỉnh 22 > 22 | HL: đáy 21 > 21 | Volume phiên tăng > giảm
ACB,NR7,2024-10-25,2024-10-28,20.8,20.0,22.0,2025-03-13,22.0,TSL,5.77,92,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.6% — SL hẹp, risk thấp"
ACB,BB_SQUEEZE,2025-03-19,2025-03-20,22.06,22.0,22.0,2025-03-20,22.0,SL,-0.27,0,BB squeeze: width 0.029 ≈ min 20 phiên (0.029) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
ACB,BB_SQUEEZE,2025-03-20,2025-03-21,21.93,21.0,23.0,2025-04-03,21.0,SL,-4.24,9,BB squeeze: width 0.028 ≈ min 20 phiên (0.028) | Giá trên BB mid — bias bullish
ACB,HAMMER,2025-04-11,2025-04-14,20.76,20.0,22.0,2025-04-22,20.0,SL,-3.66,6,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 20
ACB,MACD_CROSSOVER,2025-04-22,2025-04-23,20.55,20.0,21.0,2025-04-25,20.0,SL,-2.68,2,MACD crossover bullish (hist=0.03)
ACB,NR7,2025-05-05,2025-05-06,20.09,19.0,22.0,2025-06-02,21.0,TSL,4.53,19,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.5% — SL hẹp, risk thấp"
ACB,RETEST,2025-06-02,2025-06-03,21.15,21.0,21.0,2025-06-05,21.0,SL,-0.71,2,Retest vùng breakout 22 (cách -2.3%) | Volume cạn 0.77× TB20 | Giá vẫn giữ trên vùng breakout
ACB,RETEST,2025-06-05,2025-06-06,21.05,21.0,21.0,2025-06-06,21.0,SL,-0.24,0,Retest vùng breakout 22 (cách -2.8%) | Volume cạn 0.51× TB20 | Giá vẫn giữ trên vùng breakout
ACB,NR7,2025-06-09,2025-06-10,21.05,21.0,21.0,2025-06-10,21.0,SL,-0.24,0,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.4% — SL hẹp, risk thấp"
ACB,NR7,2025-06-11,2025-06-12,21.05,21.0,21.0,2025-06-12,21.0,SL,-0.24,0,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.3% — SL hẹp, risk thấp"
ACB,BB_SQUEEZE,2025-06-16,2025-06-17,21.4,21.0,22.0,2025-08-01,23.0,REVERSAL_DOUBLE_TOP,7.48,33,BB squeeze: width 0.038 ≈ min 20 phiên (0.037) | Giá trên BB mid — bias bullish
ACB,RETEST,2025-08-01,2025-08-04,23.0,22.0,24.0,2025-09-18,26.0,TSL,13.04,31,Retest vùng breakout 24 (cách -2.5%) | Volume cạn 0.48× TB20 | Giá vẫn giữ trên vùng breakout
ACB,NR7,2025-09-22,2025-09-23,25.15,24.0,27.0,2025-10-17,26.0,TSL,3.38,18,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.9% — SL hẹp, risk thấp"
ACB,RSI_BOUNCE,2025-10-21,2025-10-22,25.2,24.0,27.0,2025-12-01,24.0,SL,-4.76,28,RSI 38.0 oversold | Trên MA200 (23) — long-term trend ok | Nến đảo chiều tăng
ACB,MACD_CROSSOVER,2025-12-04,2025-12-05,24.9,24.0,26.0,2025-12-09,24.0,SL,-3.61,2,MACD crossover bullish (hist=0.03)
ACB,MACD_CROSSOVER,2025-12-09,2025-12-10,24.15,24.0,24.0,2025-12-11,24.0,SL,-0.62,1,MACD crossover bullish (hist=0.01)
ACB,RSI_BOUNCE,2025-12-15,2025-12-16,23.55,23.0,24.0,2026-01-28,24.0,TSL,1.91,29,RSI 33.9 oversold | Trên MA200 (23) — long-term trend ok | Nến đảo chiều tăng
BCM,DOUBLE_BOTTOM,2024-01-02,2024-01-03,59.74,57.0,64.0,2024-01-11,57.0,SL,-4.7,6,Hai đáy 54 và 55 (chênh 1.7%) | Vượt neckline 57 | Chưa quá xa neckline — vào hàng còn hợp lý
BCM,BULLISH_ENGULFING,2024-01-11,2024-01-12,58.48,56.0,62.0,2024-02-27,61.0,REVERSAL_DOUBLE_TOP,4.81,27,Engulfing: [57–58] nuốt [57–57] (body 2.7%) | Volume xanh 1.5× bar đỏ
BCM,DOUBLE_BOTTOM,2024-02-27,2024-02-28,61.97,60.0,65.0,2024-03-18,63.0,TSL,1.66,13,Hai đáy 57 và 59 (chênh 3.2%) | Vượt neckline 61 | Chưa quá xa neckline — vào hàng còn hợp lý
BCM,NR7,2024-03-19,2024-03-20,62.35,59.0,67.0,2024-04-11,59.0,SL,-5.37,16,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.3% — SL hẹp, risk thấp"
BCM,NR7,2024-04-11,2024-04-12,58.77,57.0,61.0,2024-04-15,57.0,SL,-3.01,1,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.2% — SL hẹp, risk thấp"
BCM,NR7,2024-04-25,2024-04-26,50.35,48.0,54.0,2024-05-06,53.0,REVERSAL_MA20_BREAK,5.96,3,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.4% — SL hẹp, risk thấp"
BCM,MACD_CROSSOVER,2024-05-06,2024-05-07,53.54,51.0,57.0,2024-06-10,61.0,REVERSAL_DOUBLE_TOP,14.48,24,MACD crossover bullish (hist=0.07)
BCM,BB_SQUEEZE,2024-06-10,2024-06-11,61.58,59.0,65.0,2024-08-19,70.0,REVERSAL_DOUBLE_TOP,13.98,49,BB squeeze: width 0.132 ≈ min 20 phiên (0.132) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BCM,RETEST,2024-08-19,2024-08-20,70.19,67.0,75.0,2024-08-27,67.0,SL,-4.54,5,Retest vùng breakout 71 (cách -1.1%) | Volume cạn 0.77× TB20 | Giá vẫn giữ trên vùng breakout
BCM,BB_SQUEEZE,2024-08-29,2024-08-30,69.13,66.0,74.0,2024-10-03,66.0,SL,-4.53,22,BB squeeze: width 0.072 ≈ min 20 phiên (0.072) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BCM,RSI_BOUNCE,2024-10-07,2024-10-08,66.22,64.0,70.0,2024-10-22,64.0,SL,-3.35,10,RSI 36.4 oversold | Trên MA200 (63) — long-term trend ok | Nến đảo chiều tăng
BCM,RSI_BOUNCE,2024-10-23,2024-10-24,63.61,62.0,66.0,2024-11-19,64.0,TSL,0.61,18,RSI 27.8 oversold | Trên MA200 (63) — long-term trend ok | Nến đảo chiều tăng
BCM,HAMMER,2024-11-25,2024-11-26,64.29,62.0,68.0,2025-01-10,66.0,TSL,2.66,32,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 64
BCM,SPRING,2025-01-10,2025-01-13,67.92,65.0,72.0,2025-03-03,74.0,REVERSAL_DOUBLE_TOP,9.41,30,HH: đỉnh 73 > 70 | HL: đáy 68 > 67 | Volume phiên tăng > giảm
BCM,RETEST,2025-03-03,2025-03-04,74.21,72.0,78.0,2025-03-21,77.0,REVERSAL_DOUBLE_TOP,4.24,13,Retest vùng breakout 74 (cách +0.9%) | Volume cạn 0.72× TB20 | Giá vẫn giữ trên vùng breakout
BCM,RETEST,2025-03-21,2025-03-24,77.36,74.0,82.0,2025-03-31,74.0,SL,-4.34,5,Retest vùng breakout 79 (cách -2.4%) | Volume cạn 0.56× TB20 | Giá vẫn giữ trên vùng breakout
BCM,NR7,2025-04-01,2025-04-02,74.61,72.0,79.0,2025-04-03,69.0,SL,-7.25,1,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.6% — SL hẹp, risk thấp"
BCM,NR7,2025-04-04,2025-04-08,59.96,57.0,64.0,2025-04-09,56.0,SL,-6.89,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.7% — SL hẹp, risk thấp"
BCM,NR7,2025-04-09,2025-04-10,59.67,57.0,64.0,2025-04-11,56.0,SL,-6.92,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 4.7% — SL hẹp, risk thấp"
BCM,HAMMER,2025-04-17,2025-04-18,54.46,52.0,58.0,2025-04-22,52.0,SL,-4.52,2,Bóng dưới 3 > 2× thân 1 | Đóng cửa gần đỉnh nến — lực mua hấp thu | RSI 22.6 — vùng oversold
BCM,HAMMER,2025-04-25,2025-04-28,55.05,52.0,60.0,2025-06-03,60.0,REVERSAL_DOUBLE_TOP,9.1,23,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 54 | RSI 34.7 — vùng oversold
BCM,BB_SQUEEZE,2025-06-03,2025-06-04,60.45,57.0,66.0,2025-06-13,57.0,SL,-5.71,7,BB squeeze: width 0.081 ≈ min 20 phiên (0.081) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BCM,GOLDEN_CROSS,2025-06-13,2025-06-16,57.6,55.0,62.0,2025-07-15,66.0,REVERSAL_DOUBLE_TOP,14.34,21,Golden Cross: MA20 (59) cắt lên MA50 (59) | Volume xác nhận cross
BCM,RETEST,2025-07-15,2025-07-16,65.76,63.0,70.0,2025-08-22,67.0,TSL,1.89,27,Retest vùng breakout 67 (cách -1.8%) | Volume cạn 0.60× TB20 | Giá vẫn giữ trên vùng breakout
BCM,BULLISH_ENGULFING,2025-08-26,2025-08-27,66.84,64.0,71.0,2025-09-11,64.0,SL,-4.25,9,Engulfing: [64–68] nuốt [64–65] (body 6.8%) | Volume xanh 1.1× bar đỏ | Tại support 67
BCM,HAMMER,2025-09-11,2025-09-12,65.47,63.0,69.0,2025-10-15,63.0,SL,-3.77,23,Bóng dưới 2 > 2× thân 1 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 66
BCM,HAMMER,2025-10-15,2025-10-16,63.79,62.0,66.0,2025-10-20,62.0,SL,-2.81,2,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 63 | RSI 34.4 — vùng oversold
BCM,HAMMER,2025-10-23,2025-10-24,63.01,61.0,66.0,2025-11-21,64.0,TSL,1.57,20,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 64
BCM,BB_SQUEEZE,2025-11-21,2025-11-24,65.86,63.0,70.0,2025-12-16,63.0,SL,-4.34,16,BB squeeze: width 0.054 ≈ min 20 phiên (0.054) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BCM,HAMMER,2025-12-16,2025-12-17,63.6,61.0,68.0,2025-12-18,61.0,SL,-4.09,1,Bóng dưới 4 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 63 | RSI 40.0 — vùng oversold
BCM,HAMMER,2025-12-30,2025-12-31,59.47,57.0,63.0,2026-01-29,65.0,REVERSAL_TREND_BREAK,9.1,19,Bóng dưới 2 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 60 | RSI 38.8 — vùng oversold
GAS,NR7,2024-01-03,2024-01-04,65.1,64.0,67.0,2024-03-20,69.0,REVERSAL_DOUBLE_TOP,6.57,49,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 1.4% — SL hẹp, risk thấp"
GAS,DOUBLE_BOTTOM,2024-03-20,2024-03-21,70.15,68.0,73.0,2024-04-10,68.0,SL,-3.06,14,Hai đáy 64 và 65 (chênh 0.9%) | Vượt neckline 68 | Chưa quá xa neckline — vào hàng còn hợp lý
GAS,NR7,2024-04-11,2024-04-12,67.67,66.0,70.0,2024-04-15,66.0,SL,-2.47,1,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 1.8% — SL hẹp, risk thấp"
GAS,NR7,2024-04-22,2024-04-23,64.68,63.0,67.0,2024-04-26,63.0,SL,-2.6,3,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.2% — SL hẹp, risk thấp"
GAS,NR7,2024-04-26,2024-05-02,62.53,61.0,65.0,2024-05-10,65.0,REVERSAL_MA20_BREAK,3.44,6,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.0% — SL hẹp, risk thấp"
GAS,MACD_CROSSOVER,2024-05-10,2024-05-13,65.01,63.0,68.0,2024-06-14,68.0,TSL,4.6,24,MACD crossover bullish (hist=0.19)
GAS,DOUBLE_BOTTOM,2024-06-14,2024-06-17,67.67,66.0,70.0,2024-06-24,66.0,SL,-2.47,5,Hai đáy 64 và 65 (chênh 0.8%) | Vượt neckline 66 | Chưa quá xa neckline — vào hàng còn hợp lý
GAS,NR7,2024-06-25,2024-06-26,65.53,64.0,68.0,2024-09-13,70.0,TSL,6.82,55,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 1.8% — SL hẹp, risk thấp"
GAS,RSI_BOUNCE,2024-09-17,2024-09-18,69.0,67.0,72.0,2024-10-23,67.0,SL,-2.9,25,RSI 37.4 oversold | Trên MA200 (67) — long-term trend ok | Nến đảo chiều tăng
GAS,MACD_CROSSOVER,2024-11-11,2024-11-12,65.98,65.0,67.0,2024-11-13,65.0,SL,-1.49,1,MACD crossover bullish (hist=0.02)
GAS,MACD_CROSSOVER,2024-11-13,2024-11-14,65.14,64.0,67.0,2024-11-19,64.0,SL,-1.75,3,MACD crossover bullish (hist=0.02)
GAS,MACD_CROSSOVER,2024-11-25,2024-11-26,65.33,64.0,67.0,2025-01-06,64.0,SL,-2.04,28,MACD crossover bullish (hist=0.06)
GAS,RETEST,2025-01-09,2025-01-10,63.07,62.0,65.0,2025-04-03,60.0,SL,-5.23,54,Retest vùng breakout 65 (cách -2.3%) | Volume cạn 0.70× TB20 | Giá vẫn giữ trên vùng breakout
GAS,INSIDE_BAR,2025-04-11,2025-04-14,56.29,53.0,61.0,2025-04-22,53.0,SL,-5.84,6,Inside bar [51–51] trong mother [48–53] | Đóng cửa 55 vượt đỉnh IB 51 | Volume 1.8× TB20 xác nhận breakout
GAS,MACD_CROSSOVER,2025-04-22,2025-04-23,54.69,52.0,59.0,2025-06-06,59.0,REVERSAL_DOUBLE_TOP,8.43,29,MACD crossover bullish (hist=0.04)
GAS,BB_SQUEEZE,2025-06-06,2025-06-09,59.39,58.0,61.0,2025-07-17,64.0,REVERSAL_MA20_BREAK,7.29,28,BB squeeze: width 0.103 ≈ min 20 phiên (0.102) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
GAS,BB_SQUEEZE,2025-07-18,2025-07-21,64.2,63.0,66.0,2025-09-08,63.0,SL,-1.87,33,BB squeeze: width 0.080 ≈ min 20 phiên (0.080) | Giá trên BB mid — bias bullish
GAS,RSI_BOUNCE,2025-09-12,2025-09-15,62.6,61.0,65.0,2025-09-30,61.0,SL,-2.56,11,RSI 39.8 oversold | Trên MA200 (62) — long-term trend ok | Nến đảo chiều tăng
GAS,MACD_CROSSOVER,2025-10-09,2025-10-10,60.9,60.0,62.0,2025-10-14,60.0,SL,-1.48,2,MACD crossover bullish (hist=0.03)
