config_file,strategy_name,portfolio_status,universe,tags,description,filter_count,filters,rank_count,rank,risk,stop_loss,take_profit,max_holding_bars,entry_every_n_bars,initial_atr_stop_mult,trailing_atr_mult,trailing_profit_activation
vn30_money_smt_hypotheses.json,leader_pullback_market_healthy_v2,CORE_MVP,VN30,"money_cycle,smart_money_trace,leader_pullback,grid_selected","Grid-selected variant: looser SMT score, stricter market DS.",11,mkt_CHDM20 > 45; mkt_DS20 < 0.45; mkt_DS50 < 0.5; smart_money_score >= 62; rs_percentile_20 >= 0.62; value_flow_quality_score >= 55; distribution_days_10 <= 1; above_ma50 == true; CHDM50 >= 45; CHDM03 up; DS20 not_up,4,smart_money_score desc x1.5; rs_percentile_20 desc x1.0; value_flow_quality_score desc x1.0; CHDM50 desc x0.5,max_holding_bars=60; stop_loss=0.08; take_profit=0.25,0.08,0.25,60,,,,
vn30_money_smt_hypotheses.json,leader_pullback_market_healthy,research/shadow,VN30,"money_cycle,smart_money_trace,leader_pullback","Healthy market, smart-money leader, short-cycle reset turning up.",11,mkt_CHDM20 > 45; mkt_DS20 < 0.5; mkt_DS50 < 0.5; smart_money_score >= 68; rs_percentile_20 >= 0.62; value_flow_quality_score >= 55; distribution_days_10 <= 1; above_ma50 == true; CHDM50 >= 45; CHDM03 up; DS20 not_up,4,smart_money_score desc x1.5; rs_percentile_20 desc x1.0; value_flow_quality_score desc x1.0; CHDM50 desc x0.5,max_holding_bars=60; stop_loss=0.08; take_profit=0.25,0.08,0.25,60,,,,
vn30_money_smt_hypotheses.json,smart_money_strong_market_healthy,CORE_MVP,VN30,"money_cycle,smart_money_trace,continuation",Strong SMT state with Money Cycle market confirmation.,6,"mkt_CHDM20 > 50; mkt_DS20 < 0.45; smart_money_state in [HOT_BUT_STRONG,RESET_IN_UPTREND]; smart_money_score >= 65; rs_percentile_20 >= 0.65; distribution_days_10 <= 1",3,smart_money_score desc x1.5; rs_percentile_20 desc x1.0; CHDM50 desc x0.5,max_holding_bars=60; stop_loss=0.08; take_profit=0.25,0.08,0.25,60,,,,
vn30_money_smt_hypotheses.json,money_cycle_reset_smt_confirm,CORE_MVP,VN30,"money_cycle,smart_money_trace,reset","Money Cycle short reset inside longer trend, confirmed by SMT quality.",8,"mkt_DS20 < 0.55; CHDM50 >= 50; CHDM03 between [20,45]; CHDM03 up; DS20 not_up; smart_money_score >= 60; rs_percentile_20 >= 0.55; distribution_days_10 <= 1",3,smart_money_score desc x1.2; CHDM03 asc x0.8; rs_percentile_20 desc x1.0,max_holding_bars=60; stop_loss=0.08; take_profit=0.25,0.08,0.25,60,,,,
vn30_money_smt_hypotheses.json,leader_trend_continuation_smt_v1,research/shadow,VN100,"trend,continuation,smart_money_trace,money_cycle,legacy_replacement",Replacement for weak legacy ADX/LINREG/MACD trend setups: only trade leaders in a healthy market with SMT and Money Cycle confirmation.,16,"mkt_regime_state in [RISK_ON,NEUTRAL]; mkt_regime_score >= 55; mkt_CHDM20 > 45; mkt_DS20 <= 0.45; above_ma20 == true; above_ma50 == true; ma20_slope_5 >= 0; ma50_slope_10 >= -0.01; distance_ma20 between [-0.02,0.08]; ret_5d between [-0.04,0.1]; smart_money_score >= 62; rs_percentile_20 >= 0.62; value_flow_quality_score >= 55; distribution_days_10 <= 1; CHDM50 >= 45; DS20 <= 0.55",5,edge_score desc x1.4; smart_money_score desc x1.0; rs_percentile_20 desc x1.0; mkt_regime_score desc x0.7; distance_ma20 asc x0.4,initial_atr_stop_mult=2.4; max_holding_bars=45; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.9; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.28,45,,2.4,2.9,0.1
vn30_money_smt_hypotheses.json,compression_breakout_smt_v1,CORE_MVP,VN100,"compression,breakout,smart_money_trace,money_cycle,legacy_replacement","Replacement for weak BB_SQUEEZE/NR7/INSIDE_BAR detectors: tight range only matters when SMT, RS, trend, and market breadth confirm.",14,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; data_quality_ok == true; tight_range_20 == true; close_location >= 0.55; above_ma20 == true; above_ma50 == true; distance_ma20 between [-0.03,0.06]; smart_money_score_no_sector >= 60; rs_percentile_20 >= 0.58; value_ratio_20 >= 0.95; distribution_days_10 <= 1; CHDM50 >= 45; DS20 <= 0.55",5,edge_score_no_sector desc x1.3; range_pct asc x1.0; close_location desc x0.6; rs_percentile_20 desc x0.8; smart_money_score_no_sector desc x0.8,initial_atr_stop_mult=2.0; max_holding_bars=30; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.22,30,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,spring_reclaim_smt_v1,research/shadow,VN100,"reversal,spring,reclaim,smart_money_trace,money_cycle,legacy_replacement",Replacement for weak SPRING/HAMMER/OVERSOLD/RETEST reversal detectors: require support reclaim with SMT and non-deteriorating Money Cycle.,11,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 45; spring_20 == true; close_location >= 0.6; distance_ma50 between [-0.08,0.08]; smart_money_score >= 56; rs_percentile_20 >= 0.5; value_flow_quality_score >= 50; distribution_days_10 <= 2; CHDM50 >= 38; DS20 not_up",5,edge_score desc x1.2; pullback_quality_score desc x1.0; close_location desc x0.8; smart_money_score_delta desc x0.6; DS20 asc x0.5,initial_atr_stop_mult=2.1; max_holding_bars=28; stop_loss=0.07; take_profit=0.2; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.2,28,,2.1,2.5,0.08
vn30_money_smt_hypotheses.json,linreg_momentum_refined_v1,research/shadow,VN100,"linreg,momentum,trend,smart_money_trace,money_cycle,legacy_refined","Refined LINREG_MOMENTUM: linear-regression slope must align with leader trend, SMT quality, and healthy Money Cycle.",16,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 55; mkt_CHDM20 >= 50; mkt_CHDM20_delta >= -2; mkt_DS20 <= 0.5; above_ma20 == true; above_ma50 == true; ma20_slope_5 >= 0; linreg_slope_14_pct >= 0.006; distance_ma20 between [-0.01,0.08]; rsi14 between [50,70]; smart_money_score >= 60; rs_percentile_20 >= 0.58; value_flow_quality_score >= 55; distribution_days_10 <= 1; DS20 <= 0.55",5,linreg_slope_14_pct desc x1.1; edge_score desc x1.0; mkt_CHDM20_delta desc x0.5; rs_percentile_20 desc x0.8; smart_money_score desc x0.8,initial_atr_stop_mult=2.3; max_holding_bars=40; setup_type=LINREG_MOMENTUM; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.28,40,,2.3,2.8,0.1
vn30_money_smt_hypotheses.json,adx_trend_refined_v1,research/shadow,VN100,"adx,trend,smart_money_trace,money_cycle,legacy_refined","Refined ADX_TREND: directional trend only when +DI confirms, not overextended, with SMT/Money Cycle support.",13,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 55; above_ma20 == true; above_ma50 == true; adx_14 >= 20; adx_bullish == true; distance_ma20 between [-0.01,0.09]; rsi14 between [48,72]; smart_money_score >= 60; rs_percentile_20 >= 0.58; distribution_days_10 <= 1; CHDM50 >= 45; DS20 <= 0.55",4,adx_14 desc x0.8; edge_score desc x1.2; rs_percentile_20 desc x0.9; smart_money_score desc x0.8,initial_atr_stop_mult=2.4; max_holding_bars=45; setup_type=ADX_TREND; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.9; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.28,45,,2.4,2.9,0.1
vn30_money_smt_hypotheses.json,nr7_refined_v1,research/shadow,VN100,"nr7,compression,smart_money_trace,money_cycle,legacy_refined",Refined NR7: volatility compression accepted only in leader/uptrend context with constructive close and no distribution.,15,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 55; mkt_CHDM20 > 45; mkt_DS20 <= 0.45; nr7 == true; close_location >= 0.62; above_ma20 == true; above_ma50 == true; distance_ma20 between [-0.02,0.05]; rsi14 <= 65; smart_money_score >= 60; smart_money_score_delta >= -2; rs_percentile_20 >= 0.58; distribution_days_10 <= 1; DS20 <= 0.55",4,range_pct asc x1.0; edge_score desc x1.1; close_location desc x0.7; rs_percentile_20 desc x0.7,initial_atr_stop_mult=1.9; max_holding_bars=25; setup_type=NR7; stop_loss=0.065; take_profit=0.2; trailing_atr_mult=2.4; trailing_profit_activation=0.08; use_regime_exposure=true,0.065,0.2,25,,1.9,2.4,0.08
vn30_money_smt_hypotheses.json,oversold_mean_reversion_refined_v1,research/shadow,VN100,"oversold,mean_reversion,smart_money_trace,money_cycle,legacy_refined","Refined OVERSOLD_MEAN_REVERSION: shallow oversold reset inside healthy structure, not a falling-knife downtrend.",14,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 55; mkt_DS20 <= 0.4; above_ma50 == true; distance_ma20 between [-0.06,0.01]; distance_ma50 >= -0.04; rsi14 between [36,48]; rsi_recovering == true; close_location >= 0.55; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 not_up",4,pullback_quality_score desc x1.0; edge_score desc x1.0; rsi14 asc x0.5; smart_money_score_delta desc x0.6,initial_atr_stop_mult=2.0; max_holding_bars=22; setup_type=OVERSOLD_MEAN_REVERSION; stop_loss=0.065; take_profit=0.18; trailing_atr_mult=2.4; trailing_profit_activation=0.08; use_regime_exposure=true,0.065,0.18,22,,2.0,2.4,0.08
vn30_money_smt_hypotheses.json,spring_refined_v1,research/shadow,VN100,"spring,reversal,smart_money_trace,money_cycle,legacy_refined","Refined SPRING: support sweep/reclaim with strong close, SMT still healthy, and Money Cycle not deteriorating.",12,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_DS20 <= 0.5; spring_20 == true; close_location >= 0.68; distance_ma50 between [-0.06,0.06]; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; CHDM50 >= 42; DS20 not_up",4,close_location desc x1.0; pullback_quality_score desc x1.0; edge_score desc x1.0; smart_money_score_delta desc x0.6,initial_atr_stop_mult=2.1; max_holding_bars=28; setup_type=SPRING; stop_loss=0.07; take_profit=0.2; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.2,28,,2.1,2.5,0.08
vn30_money_smt_hypotheses.json,hammer_refined_v1,research/shadow,VN100,"hammer,reversal,smart_money_trace,money_cycle,legacy_refined","Refined HAMMER: hammer candle near support/MA reset, accepted only with SMT support and no heavy distribution.",12,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 55; mkt_DS20 <= 0.4; hammer_like == true; above_ma50 == true; distance_ma20 between [-0.06,0.02]; rsi14 between [35,55]; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 not_up",4,close_location desc x1.0; lower_wick_pct desc x0.7; edge_score desc x1.0; smart_money_score_delta desc x0.5,initial_atr_stop_mult=1.9; max_holding_bars=18; setup_type=HAMMER; stop_loss=0.06; take_profit=0.18; trailing_atr_mult=2.3; trailing_profit_activation=0.07; use_regime_exposure=true,0.06,0.18,18,,1.9,2.3,0.07
vn30_money_smt_hypotheses.json,inside_bar_refined_v1,research/shadow,VN100,"inside_bar,compression,breakout,smart_money_trace,money_cycle,legacy_refined","Refined INSIDE_BAR: inside-bar breakout must have volume, trend, SMT/RS support, and limited extension.",15,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 55; mkt_CHDM20 > 45; mkt_DS20 <= 0.45; inside_bar_breakout == true; above_ma20 == true; above_ma50 == true; close_location >= 0.6; value_ratio_20 >= 1.1; distance_ma20 between [-0.01,0.06]; rsi14 <= 70; smart_money_score >= 60; rs_percentile_20 >= 0.58; distribution_days_10 <= 1; DS20 <= 0.55",4,edge_score desc x1.2; value_ratio_20 desc x0.8; close_location desc x0.5; rs_percentile_20 desc x0.8,initial_atr_stop_mult=2.0; max_holding_bars=25; setup_type=INSIDE_BAR; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.22,25,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,retest_refined_v1,research/shadow,VN100,"retest,breakout,pullback,smart_money_trace,money_cycle,legacy_refined","Refined RETEST: post-breakout retest with dry volume, trend still intact, and SMT/Money Cycle confirmation.",15,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 55; mkt_CHDM20 > 45; mkt_DS20 <= 0.45; retest_breakout_level == true; above_ma20 == true; above_ma50 == true; close_location >= 0.55; distance_ma20 between [-0.03,0.04]; rsi14 <= 68; smart_money_score >= 60; smart_money_score_delta >= -2; rs_percentile_20 >= 0.58; distribution_days_10 <= 1; DS20 <= 0.55",4,pullback_quality_score desc x1.0; edge_score desc x1.1; value_ratio_20 asc x0.4; rs_percentile_20 desc x0.8,initial_atr_stop_mult=2.1; max_holding_bars=30; setup_type=RETEST; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.6; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.22,30,,2.1,2.6,0.08
vn30_money_smt_hypotheses.json,breakout_55_smt_v1,CORE_MVP,VN100,"breakout,55day,smart_money_trace,money_cycle,high_conviction",55-day high breakout with SMT leader quality and strong value expansion. Higher conviction than 20-day breakout; expects larger moves from longer base.,14,mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; breakout_55 == true; above_ma20 == true; above_ma50 == true; ma50_slope_10 >= -0.01; value_ratio_20 >= 1.15; smart_money_score >= 62; smart_money_score_delta >= 0; rs_percentile_20 >= 0.62; accumulation_days_10 >= 1; distribution_days_10 <= 1; CHDM50 >= 48; DS20 <= 0.5,4,edge_score desc x1.5; value_ratio_20 desc x1.2; smart_money_score_delta desc x1.0; rs_percentile_20 desc x0.8,initial_atr_stop_mult=2.5; max_holding_bars=60; stop_loss=0.09; take_profit=0.4; trailing_atr_mult=3.0; trailing_profit_activation=0.12; use_regime_exposure=true,0.09,0.4,60,,2.5,3.0,0.12
vn30_money_smt_hypotheses.json,cmf_expansion_smt_v1,research/shadow,VN100,"cmf,money_flow,accumulation,smart_money_trace,money_cycle",Chaikin Money Flow positive expansion with improving SMT delta. Captures early institutional accumulation phase before price breakout - exploits an entirely unused feature dimension.,12,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; cmf20 >= 0.05; above_ma50 == true; distance_ma20 between [-0.04,0.08]; smart_money_score >= 60; smart_money_score_delta >= 0; rs_percentile_20 >= 0.58; value_ratio_20 >= 1.05; distribution_days_10 <= 1; CHDM50 >= 42; DS20 <= 0.55",5,cmf20 desc x1.2; smart_money_score_delta desc x1.0; edge_score desc x1.0; rs_percentile_20 desc x0.8; value_ratio_20 desc x0.6,initial_atr_stop_mult=2.0; max_holding_bars=30; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.6; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.22,30,,2.0,2.6,0.08
vn30_money_smt_hypotheses.json,reclaim_ma20_quality_v1,research/shadow,VN100,"mean_reversion,ma20,reclaim,smart_money_trace,money_cycle",MA20 reclaim after a confirmed intraday pullback below it. Faster mean reversion than MA50 pullback; exploits the reclaim_ma20_after_pullback feature that currently goes unused.,13,mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 42; mkt_DS20 <= 0.5; reclaim_ma20_after_pullback == true; above_ma50 == true; ma50_slope_10 >= -0.02; close_location >= 0.65; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 not_up,5,pullback_quality_score desc x1.2; edge_score desc x1.0; close_location desc x0.8; smart_money_score_delta desc x0.8; rs_percentile_20 desc x0.6,initial_atr_stop_mult=2.0; max_holding_bars=28; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.22,28,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,pullback_deep_quality_v1,research/shadow,VN100,"mean_reversion,deep_pullback,smart_money_trace,money_cycle,quality_gate",Deep pullback (>6%) inside a healthy trend where SMT shows institutions are holding. Promotes pullback_quality_score and pullback_depth_20 from ranking signal to primary filter.,13,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 48; above_ma50 == true; pullback_quality_score >= 65; pullback_depth_20 >= 0.06; distance_ma50 between [-0.1,0.02]; close_location >= 0.6; smart_money_score >= 56; smart_money_score_delta >= 0; rs_percentile_20 >= 0.52; distribution_days_10 <= 2; CHDM50 >= 40; DS20 not_up",5,pullback_quality_score desc x1.4; edge_score desc x1.0; smart_money_score_delta desc x0.8; pullback_depth_20 desc x0.6; rs_percentile_20 desc x0.6,initial_atr_stop_mult=2.3; max_holding_bars=45; stop_loss=0.09; take_profit=0.28; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.09,0.28,45,,2.3,2.8,0.1
vn30_money_smt_hypotheses.json,volume_surge_breakout_smt_v1,research/shadow,VN100,"volume,surge,breakout,smart_money_trace,money_cycle,climactic",Climactic volume surge (>2x average) with strong close in uptrend and SMT confirmation. Captures institutional accumulation acceleration - a different entry trigger from pure price pattern strategies.,14,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; data_quality_ok == true; mkt_CHDM20 > 45; volume_ratio_20 >= 2.0; above_ma20 == true; above_ma50 == true; close_location >= 0.7; distance_ma20 between [-0.02,0.1]; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 <= 0.55",5,volume_ratio_20 desc x1.3; edge_score desc x1.0; smart_money_score_delta desc x0.9; rs_percentile_20 desc x0.8; close_location desc x0.6,initial_atr_stop_mult=2.2; max_holding_bars=35; stop_loss=0.08; take_profit=0.3; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.3,35,,2.2,2.8,0.1
vn30_money_smt_hypotheses.json,breakout_55_smt_v2,research/shadow,VN100,"breakout,55day,smart_money_trace,money_cycle,value_flow,high_conviction","55-day breakout with value-flow quality, controlled extension, and strong close. Filters out late chase breakouts from the v1 signal.",18,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_DS20 <= 0.5; breakout_55 == true; above_ma20 == true; above_ma50 == true; distance_ma20 between [-0.01,0.12]; close_location >= 0.6; ma50_slope_10 >= -0.01; value_ratio_20 >= 1.15; value_flow_quality_score >= 58; smart_money_score >= 62; smart_money_score_delta >= 0; rs_percentile_20 >= 0.62; accumulation_days_10 >= 1; distribution_days_10 <= 1; CHDM50 >= 48; DS20 <= 0.5",6,edge_score desc x1.4; value_flow_quality_score desc x1.1; value_ratio_20 desc x1.0; smart_money_score_delta desc x0.9; rs_percentile_20 desc x0.8; distance_ma20 asc x0.4,initial_atr_stop_mult=2.4; max_holding_bars=50; stop_loss=0.08; take_profit=0.35; trailing_atr_mult=2.9; trailing_profit_activation=0.11; use_regime_exposure=true,0.08,0.35,50,,2.4,2.9,0.11
